gene	Chr	Length
PSG4	19	14598
CEACAMP10	19	36856
PSG9	19	57740
CEACAMP11	19	5386
CEACAMP4	19	1353
AC005392.2	19	2136
CD177	19	9514
AC005392.3	19	8286
CD177P1	19	6382
TEX101	19	17102
LYPD3	19	4874
PHLDB3	19	29982
ETHE1	19	20526
ZNF575	19	10634
XRCC1	19	37434
L34079.2	19	2050
L34079.1	19	38345
L34079.3	19	981
PINLYP	19	7165
IRGQ	19	11767
ZNF576	19	4766
SRRM5	19	17881
ZNF428	19	12656
CADM4	19	17472
PLAUR	19	24453
RN7SL368P	19	277
AC005622.1	19	10507
IRGC	19	4012
SMG9	19	26999
KCNN4	19	14725
AC115522.1	19	1350
LYPD5	19	31278
ZNF283	19	24726
ZNF404	19	29023
AC006213.6	19	4179
AC006213.2	19	10002
AC006213.3	19	24545
ZNF45	19	22650
ZNF221	19	16487
ZNF155	19	30464
AC006213.4	19	634
AC006213.5	19	288
AC006213.1	19	5941
ZNF230	19	10979
AC067968.2	19	1659
ZNF222	19	7771
AC067968.1	19	61965
ZNF223	19	16625
ZNF284	19	17470
RNU6-902P	19	91
ZNF224	19	15548
AC021092.1	19	7683
ZNF225	19	22636
ZNF234	19	18753
ZNF226	19	13309
ZNF227	19	29722
ZNF235	19	76318
AC138470.1	19	1897
ZNF233	19	15438
AC138473.1	19	831
NDUFA3P1	19	252
ZNF112	19	40663
AC245748.1	19	71914
ZNF285	19	19311
AC245748.2	19	56014
ZNF229	19	31060
ZNF285B	19	5587
ZNF180	19	26097
CEACAM20	19	28112
AC245748.3	19	351
CEACAM22P	19	83764
AC243964.1	19	261
IGSF23	19	23152
AC243964.2	19	86561
PVR	19	19786
MIR4531	19	47
CEACAM19	19	22082
AC243964.3	19	2028
CEACAM16	19	11564
BCL3	19	12340
MIR8085	19	65
AC092066.1	19	317
CBLC	19	22766
BCAM	19	12362
NECTIN2	19	43054
AC011481.2	19	8850
TOMM40	19	13121
APOE	19	3640
AC011481.3	19	5594
APOC1	19	5103
APOC1P1	19	4583
APOC4-APOC2	19	7328
APOC4	19	3259
APOC2	19	3584
AC011481.1	19	3964
CLPTM1	19	38757
RELB	19	36769
CLASRP	19	31917
RNU6-611P	19	104
ZNF296	19	5089
AC011489.1	19	13882
GEMIN7	19	12330
MARK4	19	225996
PPP1R37	19	56682
EIF5AP3	19	462
AC005757.1	19	985
NKPD1	19	8988
TRAPPC6A	19	15310
BLOC1S3	19	3057
AC005779.2	19	22623
AC005779.1	19	29546
EXOC3L2	19	32811
CKM	19	16564
RPS16P9	19	427
KLC3	19	18087
ERCC2	19	21082
PPP1R13L	19	26716
CD3EAP	19	4558
ERCC1	19	71496
MIR6088	19	51
FOSB	19	7185
RTN2	19	11773
PPM1N	19	13734
VASP	19	20405
OPA3	19	74786
GPR4	19	12445
EML2	19	38636
MIR330	19	94
EML2-AS1	19	1347
RN7SL836P	19	296
GIPR	19	15481
MIR642A	19	97
MIR642B	19	77
SNRPD2	19	5116
QPCTL	19	11507
FBXO46	19	20276
AC007191.1	19	2995
BHMG1	19	31284
AC074212.1	19	5022
SIX5	19	4442
DM1-AS	19	4709
DMPK	19	12836
AC011530.1	19	6537
DMWD	19	9856
RSPH6A	19	19610
SYMPK	19	47881
AC092301.1	19	945
FOXA3	19	9809
IRF2BP1	19	2564
MYPOP	19	12585
NANOS2	19	1657
NOVA2	19	39813
CCDC61	19	25858
MIR769	19	118
PGLYRP1	19	3913
AC007785.3	19	2508
IGFL4	19	37371
AC007785.1	19	95097
AC007785.2	19	2785
IGFL3	19	4604
TGIF1P1	19	802
IGFL2	19	18194
AC006262.2	19	16755
IGFL2-AS1	19	13918
IGFL1P1	19	1086
AC006262.1	19	11412
RPL12P41	19	498
AC006262.3	19	1425
IGFL1	19	1492
AC006262.4	19	770
IGFL1P2	19	439
HIF3A	19	46388
RNU6-924P	19	108
AC007193.2	19	19808
PPP5C	19	45988
AC007193.1	19	678
AC007193.3	19	338
CCDC8	19	3213
PNMA8C	19	4255
PNMA8A	19	5073
PPP5D1	19	120405
PNMA8B	19	9593
AC011484.1	19	1995
AC011551.1	19	683
AC093503.1	19	53806
GAPDHP38	19	1002
CALM3	19	9720
AC093503.2	19	1503
PTGIR	19	4651
GNG8	19	610
AC093503.3	19	2352
DACT3	19	13527
DACT3-AS1	19	17084
PRKD2	19	42853
RN7SL364P	19	272
MIR320E	19	53
STRN4	19	27488
AC008635.1	19	4098
FKRP	19	30943
SLC1A5	19	13712
AC008622.2	19	1229
AC008622.3	19	600
HNRNPMP2	19	599
AC008622.1	19	1546
AP2S1	19	12857
ARHGAP35	19	86402
AC008895.1	19	2622
NPAS1	19	25956
TMEM160	19	2724
ZC3H4	19	49566
SAE1	19	97363
BBC3	19	11945
MIR3190	19	80
MIR3191	19	76
CCDC9	19	15974
INAFM1	19	1255
C5AR1	19	32044
C5AR2	19	15181
DHX34	19	33424
MEIS3	19	16400
SLC8A2	19	44152
KPTN	19	9125
NAPA-AS1	19	17316
NAPA	19	27604
AC073548.1	19	1882
ZNF541	19	35172
RN7SL322P	19	299
AC010519.1	19	125575
AC010331.1	19	582
BICRA	19	95082
BICRA-AS1	19	10697
AC008985.1	19	2239
EHD2	19	29792
NOP53	19	11537
NOP53-AS1	19	11805
SELENOW	19	6115
RPL23AP80	19	424
AC008745.1	19	271
TPRX1	19	17809
CRX	19	23552
TPRX2P	19	1400
LINC01595	19	1859
SULT2A1	19	15932
BSPH1	19	24125
ELSPBP1	19	30503
CABP5	19	14101
PLA2G4C	19	62975
PLA2G4C-AS1	19	3575
LIG1	19	55159
AC011466.3	19	9275
AC011466.2	19	1506
C19orf68	19	26929
CARD8	19	75177
AC011466.4	19	1614
AC011466.1	19	9072
CARD8-AS1	19	2525
AC008392.1	19	8384
ZNF114	19	17507
CCDC114	19	25438
EMP3	19	9045
TMEM143	19	31882
SYNGR4	19	11982
KDELR1	19	8984
GRIN2D	19	50057
GRWD1	19	11250
KCNJ14	19	11472
AC008403.2	19	4101
AC008403.1	19	6595
CYTH2	19	13283
LMTK3	19	27919
AC008403.3	19	454
SULT2B1	19	47351
FAM83E	19	14045
SPACA4	19	972
RPL18	19	4209
AC022154.1	19	4861
SPHK2	19	11427
DBP	19	7409
CA11	19	8371
SEC1P	19	44175
NTN5	19	11675
FUT2	19	9980
MAMSTR	19	6980
RASIP1	19	20135
IZUMO1	19	6058
FUT1	19	7380
FGF21	19	2772
RNU6-317P	19	107
BCAT2	19	15968
HSD17B14	19	23662
PLEKHA4	19	31536
PPP1R15A	19	3666
TULP2	19	17769
NUCB1	19	23323
NUCB1-AS1	19	7962
AC026803.1	19	274
DHDH	19	11288
BAX	19	6984
AC026803.2	19	1184
FTL	19	1578
GYS1	19	25186
RUVBL2	19	22548
MIR6798	19	67
LHB	19	1102
AC008687.4	19	3028
CGB3	19	1465
AC008687.1	19	13943
NTF6A	19	560
NTF6G	19	616
CGB2	19	1327
CGB1	19	1286
NTF6B	19	560
AC008687.5	19	558
CGB5	19	1428
CGB8	19	1469
AC008687.6	19	630
CGB7	19	4586
AC008687.8	19	9284
AC008687.7	19	2674
AC008687.2	19	520
NTF4	19	3989
AC008687.3	19	598
KCNA7	19	5524
RN7SL708P	19	299
SNRNP70	19	23187
LIN7B	19	4137
C19orf73	19	744
PPFIA3	19	31638
HRC	19	4227
TRPM4	19	54096
SLC6A21P	19	631
SUMO1P4	19	302
SLC6A16	19	35588
MIR4324	19	72
AC011450.1	19	8687
CD37	19	8165
TEAD2	19	21863
AC010524.1	19	1618
DKKL1	19	13334
AC010643.1	19	19377
CCDC155	19	29777
PTH2	19	1028
GFY	19	5070
SLC17A7	19	12960
PIH1D1	19	7200
ALDH16A1	19	17880
AC010619.1	19	23480
FLT3LG	19	12025
AC010619.2	19	13052
RPL13A	19	4755
SNORD32A	19	84
SNORD34	19	71
SNORD35A	19	86
RPS11	19	3325
SNORD35B	19	87
MIR150	19	84
COX6CP7	19	208
FCGRT	19	19518
RCN3	19	19345
NOSIP	19	34552
PRRG2	19	10370
PRR12	19	34797
AC011495.2	19	446
RRAS	19	4910
SCAF1	19	16518
IRF3	19	6307
BCL2L12	19	8775
PRMT1	19	13244
MIR5088	19	79
ADM5	19	1912
AC011495.3	19	1721
CPT1C	19	22834
AC011495.1	19	584
TSKS	19	23578
RNU6-841P	19	107
AP2A1	19	40146
MIR6799	19	69
FUZ	19	10508
AC006942.1	19	806
MED25	19	20538
MIR6800	19	82
PTOV1-AS1	19	13038
PTOV1	19	10010
AC018766.1	19	2081
MIR4749	19	61
PTOV1-AS2	19	2320
PNKP	19	18470
AKT1S1	19	9427
TBC1D17	19	11325
MIR4750	19	56
IL4I1	19	39886
NUP62	19	22939
AC011452.1	19	48891
ATF5	19	5234
MIR4751	19	74
SIGLEC11	19	12188
SIGLEC16	19	6142
VRK3	19	49480
ZNF473	19	27701
AC010624.3	19	7867
AC010624.1	19	16205
AC010624.4	19	1351
AC010624.2	19	780
IZUMO2	19	10648
MYH14	19	122360
AC008655.1	19	518
KCNC3	19	21579
NR1H2	19	53330
NAPSB	19	10972
NAPSA	19	7354
AC008655.2	19	3452
POLD1	19	33815
AC020909.1	19	12611
SPIB	19	12376
MYBPC2	19	33419
FAM71E1	19	9969
EMC10	19	14471
AC020909.3	19	3233
AC020909.2	19	829
JOSD2	19	5356
ASPDH	19	3091
LRRC4B	19	51154
AC008743.1	19	2600
SYT3	19	18521
C19orf81	19	9866
SHANK1	19	57624
CLEC11A	19	2390
GPR32P1	19	811
GPR32	19	1269
AC010325.1	19	17002
ACPT	19	4810
AC010325.2	19	900
C19orf48	19	7226
SNORD88B	19	91
SNORD88A	19	91
SNORD88C	19	91
LINC01869	19	10007
KLK1	19	4640
KLK15	19	11925
AC011523.1	19	20560
KLK3	19	5850
KLK2	19	19000
KLKP1	19	14303
KLK4	19	4387
AC011483.1	19	493
KLK5	19	9791
AC011483.3	19	13465
KLK6	19	11043
AC011483.4	19	585
AC011483.2	19	43920
KLK7	19	7618
KLK8	19	6705
AC011473.4	19	13564
KLK9	19	6524
KLK10	19	7437
AC011473.2	19	361
KLK11	19	5824
KLK12	19	6139
AC011473.3	19	4260
AC011473.1	19	8272
KLK13	19	8909
KLK14	19	6751
CTU1	19	10765
SIGLEC18P	19	2979
SIGLEC9	19	11744
AC063977.2	19	665
SIGLEC7	19	11228
AC063977.1	19	371
AC063977.6	19	29044
AC063977.7	19	337
SIGLEC17P	19	6197
SIGLEC20P	19	5905
AC063977.4	19	1423
SIGLEC21P	19	2595
MIR8074	19	81
SIGLEC22P	19	1009
CD33	19	18797
SIGLECL1	19	22983
AC063977.3	19	19949
LINC01872	19	9969
AC063977.5	19	2161
IGLON5	19	18507
VSIG10L	19	10589
AC008750.3	19	3423
AC008750.4	19	8125
ETFB	19	21250
AC008750.8	19	17727
AC008750.5	19	3833
CLDND2	19	1906
NKG7	19	1110
LIM2	19	8052
C19orf84	19	2286
AC008750.7	19	9163
NIFKP6	19	6772
SIGLEC10	19	7783
AC008750.1	19	668
AC008750.2	19	1702
AC008750.6	19	322
AC020914.6	19	272
SIGLEC8	19	7610
AC020914.4	19	277
AC020914.1	19	12331
SIGLEC12	19	10433
AC020914.3	19	304
AC020914.7	19	739
SIGLEC6	19	12332
AC020914.2	19	530
AC020914.5	19	469
SIGLEC29P	19	1114
ZNF175	19	21211
AC018755.3	19	11590
AC018755.1	19	1182
SIGLEC5	19	33619
AC018755.2	19	34799
RPL9P33	19	566
AC018755.4	19	454
SIGLEC14	19	4249
RPL7P51	19	749
SPACA6P-AS	19	8094
MIR99B	19	70
MIRLET7E	19	79
MIR125A	19	86
SPACA6	19	19048
HAS1	19	10883
FPR1	19	58939
FPR2	19	18501
FPR3	19	31027
ZNF577	19	86135
AC006272.1	19	1175
AC006272.2	19	438
AC074141.1	19	2995
ZNF649-AS1	19	12439
ZNF649	19	15817
AC011460.1	19	3029
ZNF613	19	21613
ZNF350-AS1	19	32234
ZNF350	19	22514
ZNF615	19	16899
ZNF614	19	17476
ZNF432	19	64360
AC011468.5	19	748
AC011468.1	19	5214
ZNF841	19	31300
AC011468.4	19	409
ZNF616	19	26832
AC011468.2	19	40986
AC011468.3	19	1531
RPL37P23	19	294
ZNF836	19	17780
AC010320.1	19	5845
PPP2R1A	19	39495
MIR6801	19	79
AC010320.2	19	9070
AC010320.5	19	676
ZNF766	19	26476
MIR643	19	97
AC010320.3	19	13141
ZNF480	19	28746
AC010320.4	19	44537
ZNF610	19	31534
ZNF880	19	15879
ZNF528-AS1	19	8925
AC010332.1	19	97
ZNF528	19	20564
DPPA5P1	19	340
ZNF534	19	23129
ZNF578	19	58579
AC010332.2	19	1904
AC022150.3	19	1061
ZNF808	19	36813
ZNF701	19	31718
RPL39P34	19	156
AC022150.1	19	9679
ZNF137P	19	8841
ZNF83	19	96437
AC022150.2	19	1189
AC022150.4	19	2848
ZNF611	19	32261
ZNF600	19	22597
ZNF28	19	60192
AC008813.1	19	885
ZNF468	19	19642
AC010487.1	19	2345
ZNF320	19	33904
AC010487.4	19	61
AC010487.3	19	82106
ZNF888	19	19065
AC010487.2	19	694
ZNF321P	19	15467
ZNF816-ZNF321P	19	34349
ZNF816	19	13533
AC010328.3	19	25614
ZNF702P	19	69648
AC010328.2	19	1111
AC010328.1	19	5669
ERVV-1	19	2202
ERVV-2	19	6339
ZNF160	19	36831
ZNF415	19	25199
ZNF347	19	35004
ZNF665	19	34174
AC092070.1	19	1136
AC092070.2	19	17412
NDUFV2P1	19	907
ZNF677	19	19518
AC092070.3	19	1239
VN1R2	19	3546
VN1R4	19	1048
AC092070.4	19	3063
FAM90A27P	19	3386
BIRC8	19	2026
FAM90A28P	19	9594
VN1R6P	19	907
ZNF845	19	21121
ZNF525	19	26525
AC125388.1	19	156
ZNF765	19	40621
RPL39P36	19	156
AC022137.2	19	481
TPM3P9	19	12687
ZNF761	19	26269
ZNF813	19	28521
TPM3P6	19	742
AC022137.1	19	151
AC011487.1	19	9296
AC011487.4	19	525
ZNF331	19	59289
AC011487.2	19	8824
AC011487.3	19	453
RN7SL317P	19	329
DPRX	19	4954
RNU6-698P	19	107
AC011453.2	19	1063
MIR512-1	19	84
MIR512-2	19	98
MIR1323	19	73
MIR498	19	124
MIR520E	19	87
MIR515-1	19	83
MIR519E	19	84
MIR520F	19	87
MIR515-2	19	83
MIR519C	19	87
MIR1283-1	19	87
MIR520A	19	85
MIR526B	19	83
MIR519B	19	81
MIR525	19	85
MIR523	19	87
MIR518F	19	87
MIR520B	19	61
MIR518B	19	83
MIR526A1	19	85
MIR520C	19	87
MIR518C	19	101
MIR524	19	87
MIR517A	19	87
MIR519D	19	88
MIR521-2	19	87
RNU6-803P	19	102
MIR520D	19	87
MIR517B	19	67
MIR520G	19	90
MIR516B2	19	85
MIR526A2	19	65
MIR518E	19	88
MIR518A1	19	85
RNU6-980P	19	103
MIR518D	19	87
MIR516B1	19	90
MIR518A2	19	87
MIR517C	19	95
MIR520H	19	88
RNU6-982P	19	102
MIR521-1	19	87
RNU6-751P	19	101
MIR522	19	87
MIR519A1	19	85
MIR527	19	85
MIR516A1	19	90
MIR1283-2	19	87
RNU6-1041P	19	102
MIR516A2	19	90
AC011453.1	19	2239
MIR519A2	19	87
RNU6-165P	19	99
HMGN1P32	19	583
SEPT7P8	19	775
AC008753.1	19	284
AC008753.3	19	573
MIR371A	19	67
MIR371B	19	66
MIR372	19	67
MIR373	19	69
AC008753.2	19	387
NLRP12	19	30792
AC008440.1	19	14527
AC008440.3	19	1378
MYADM	19	10215
AC008440.2	19	1424
PRKCG	19	28463
CACNG7	19	34607
CACNG8	19	27176
MIR935	19	91
CACNG6	19	20382
AC012314.7	19	93
VSTM1	19	23129
TARM1	19	11471
OSCAR	19	8025
NDUFA3	19	6530
TFPT	19	8663
PRPF31	19	16310
AC245052.4	19	5833
CNOT3	19	17954
LENG1	19	4722
TMC4	19	13143
MBOAT7	19	16471
TSEN34	19	4599
AC245052.1	19	518
RPS9	19	48262
AC245052.2	19	327
LILRB3	19	7229
AC245052.7	19	359
AC245052.3	19	1178
LILRA6	19	6200
AC245052.6	19	1222
LILRB5	19	7871
RNU6-1307P	19	103
AC245052.5	19	1041
LILRB2	19	7364
MIR4752	19	72
AC245884.5	19	318
AC245884.12	19	59
AC245884.7	19	710
AC245884.2	19	4269
LILRA5	19	6070
AC245884.11	19	28254
VN1R104P	19	1009
AC245884.6	19	3163
LILRA4	19	5966
LAIR1	19	19175
AC245884.4	19	472
TTYH1	19	21682
AC245884.1	19	4045
AC245884.9	19	483
AC245884.10	19	337
AC245884.8	19	880
LENG8-AS1	19	4233
AC245884.3	19	218
LENG8	19	13151
LENG9	19	1916
CDC42EP5	19	8239
LAIR2	19	12809
AC245036.1	19	309
KIR3DX1	19	13080
AC245036.2	19	287
LILRA2	19	17368
AC245036.5	19	847
LILRA1	19	8509
AC245036.4	19	507
LILRB1	19	20371
LILRB1-AS1	19	3171
LILRB4	19	26471
MIR8061	19	75
VN1R105P	19	910
AC245036.3	19	146
AC243962.1	19	1361
LILRP1	19	4302
AC245128.2	19	284
LILRP2	19	5538
KIR3DL3	19	12058
AC245128.1	19	73790
KIR2DL3	19	14538
KIR2DP1	19	12349
KIR2DL1	19	14512
KIR3DP1	19	3964
KIR2DL4	19	10983
KIR3DL1	19	14311
KIR2DS4	19	15894
KIR3DL2	19	16765
RNU6-222P	19	107
FCAR	19	16225
AC245128.3	19	748
NCR1	19	9991
NLRP7	19	42804
AC011476.5	19	130
NLRP2	19	48013
AC011476.1	19	601
AC011476.3	19	41894
GP6	19	24560
AC011476.2	19	26336
RDH13	19	32184
EPS8L1	19	15904
PPP1R12C	19	26647
AC010327.2	19	1134
MIR7975	19	68
TNNT1	19	16561
TNNI3	19	6007
AC010327.1	19	5915
DNAAF3	19	8062
AC010327.3	19	18602
SYT5	19	9243
PTPRH	19	28259
AC010327.4	19	4957
TMEM86B	19	2626
AC010327.5	19	3061
PPP6R1	19	29216
MIR6804	19	68
MIR6802	19	65
MIR6803	19	65
HSPBP1	19	18151
BRSK1	19	30462
AC020922.2	19	467
TMEM150B	19	21248
AC020922.4	19	339
KMT5C	19	8268
COX6B2	19	5509
AC020922.1	19	7216
FAM71E2	19	8353
IL11	19	6075
TMEM190	19	1409
AC020922.3	19	547
TMEM238	19	5354
RPL28	19	17906
MIR6805	19	62
UBE2S	19	8033
SHISA7	19	14124
ISOC2	19	9359
AC008735.6	19	1706
AC008735.5	19	497
AC008735.3	19	500
ZNF628	19	8156
NAT14	19	2565
SSC5D	19	30695
SBK2	19	7357
SBK3	19	4888
ZNF579	19	4076
FIZ1	19	10600
ZNF524	19	3117
ZNF865	19	11865
AC008735.4	19	608
ZNF784	19	3860
ZNF580	19	8454
ZNF581	19	10164
CCDC106	19	12100
U2AF2	19	20570
AC008735.2	19	12815
AC008735.1	19	1438
EPN1	19	34633
AC010525.1	19	441
AC010525.2	19	195
AC008749.1	19	306
NLRP9	19	29971
RN7SKP109	19	316
RFPL4A	19	4162
RFPL4AL1	19	4039
RFPL4AP1	19	1348
NLRP11	19	51404
NLRP4	19	45277
NLRP13	19	40638
NLRP8	19	40798
NLRP5	19	62088
LINC01864	19	12118
ZNF787	19	33915
AC024580.2	19	231
ZNF444	19	28295
AC024580.1	19	674
GALP	19	9756
ZSCAN5B	19	8351
ZSCAN5C	19	7152
AC011506.1	19	610
ZSCAN5A	19	148714
ZSCAN5DP	19	3440
EDDM13	19	37682
AC006116.5	19	559
AC006116.8	19	26585
VN2R17P	19	832
AC006116.1	19	2521
AC006116.3	19	361
AC006116.2	19	988
AC006116.6	19	1103
AC006116.9	19	13561
ZNF542P	19	11730
ZNF582	19	17700
AC006116.10	19	581
AC006116.7	19	756
SLC25A36P1	19	465
AC006116.4	19	1013
ZNF582-AS1	19	5517
ZNF583	19	38070
ZNF667	19	38741
ZNF667-AS1	19	23417
AC004696.2	19	3581
AC004696.1	19	8358
ZNF471	19	22379
AC005498.1	19	465
AC005498.2	19	2420
ZFP28	19	17863
AC005498.3	19	21846
ZNF470	19	21401
SIGLEC31P	19	787
ZNF71	19	31218
AC007228.1	19	142
SMIM17	19	12622
ZNF835	19	9803
AC006115.1	19	12386
AC007228.2	19	1328
ZIM2-AS1	19	108961
OR5AH1P	19	283
ZIM2	19	66178
AC006115.2	19	202
PEG3	19	30646
MIMT1	19	7655
AC004792.1	19	137
AC044792.1	19	196
RPL7AP69	19	806
AC025588.4	19	908
USP29	19	12789
ZIM3	19	11107
AC025588.2	19	466
AC025588.3	19	274
DUXA	19	13423
AC025588.1	19	2689
ZNF264	19	31347
AURKC	19	4747
ZNF805	19	14451
AC005261.4	19	1385
AC005261.1	19	13115
ZNF460	19	13519
AC005261.6	19	1387
AC005261.2	19	4258
AC005261.5	19	355
ZNF543	19	10268
AC005261.3	19	1165
ZNF304	19	8592
ZNF547	19	16089
AC003002.1	19	1843
AC003002.2	19	35019
ZNF548	19	13143
AC003002.4	19	30111
AC003002.3	19	44275
ZNF17	19	10777
ZNF749	19	10157
AC004076.1	19	39567
AC004076.2	19	3323
VN1R1	19	2353
VN1R107P	19	209
ZNF772	19	10908
AC003005.2	19	5348
ZNF419	19	8387
AC003005.1	19	17664
ZNF773	19	18490
ZNF549	19	30218
ZNF550	19	24607
ZNF416	19	7362
ZIK1	19	15322
ZNF530	19	12838
ZNF134	19	10491
AC003682.1	19	1919
ZNF211	19	12385
TPRG1LP1	19	760
ZSCAN4	19	10218
ZNF551	19	35333
AC003006.1	19	71531
ZNF154	19	11828
ZNF671	19	7874
ZNF776	19	11364
ZNF586	19	50285
ZNF552	19	11073
AC010522.1	19	39223
ZNF587B	19	26498
FKBP1AP1	19	318
ZNF814	19	40344
ZNF587	19	15256
AC010326.3	19	1135
AC010326.4	19	950
AC010326.2	19	39827
ZNF417	19	16315
ZNF418	19	13510
ZNF256	19	6843
AC010326.1	19	602
C19orf18	19	16098
ZNF606	19	26297
AC008969.1	19	9172
VN2R19P	19	13338
ZSCAN1	19	20600
LETM1P2	19	2178
HNRNPDLP4	19	301
ZNF135	19	27072
RN7SL526P	19	319
ZSCAN18	19	34590
ZNF329	19	28859
AC008751.1	19	342
AC008751.2	19	980
ZNF274	19	30534
RPS15AP36	19	382
AC020915.5	19	964
ZNF544	19	48902
AC020915.6	19	86270
AC020915.4	19	21539
AC020915.3	19	1051
ZNF8	19	23855
AC020915.2	19	36232
AC020915.1	19	10345
AC010642.2	19	16485
AC010642.1	19	1213
ZSCAN22	19	15314
MIR6806	19	64
A1BG	19	8322
AC012313.3	19	15898
A1BG-AS1	19	7433
AC012313.11	19	926
ZNF497	19	8492
AC012313.2	19	1605
AC012313.7	19	4007
RNA5SP473	19	125
ZNF837	19	13443
RPS5	19	8407
MIR4754	19	89
RNF225	19	990
AC012313.4	19	459
ZNF584	19	16824
AC012313.1	19	4247
AC012313.5	19	751
AC012313.6	19	2517
ZNF132	19	7409
AC012313.9	19	5402
ZNF324B	19	6230
ZNF324	19	8392
ZNF446	19	7214
AC012313.8	19	409
SLC27A5	19	32902
RNU6-1337P	19	95
RN7SL693P	19	279
AC012313.10	19	633
ZBTB45	19	25382
RN7SL525P	19	280
TRIM28	19	6632
MIR6807	19	92
CHMP2A	19	3559
UBE2M	19	3249
MZF1-AS1	19	15669
MZF1	19	11645
CENPBD1P1	19	26299
AC016629.1	19	586
AC016629.2	19	199
AC016629.3	19	5460
RNU6-1334P	Y	105
SRY	Y	845
RNASEH2CP1	Y	502
TOMM22P2	Y	237
RPS4Y1	Y	90515
HSFY3P	Y	1970
NAP1L1P2	Y	2120
AC006157.1	Y	366
ZFY	Y	47226
ZFY-AS1	Y	35783
EEF1A1P41	Y	207
LINC00278	Y	99361
AGPAT5P1	Y	1019
PRRC2CP1	Y	159
TGIF2LY	Y	1001
USP12PY	Y	1064
RNF19BPY	Y	1550
AC012078.1	Y	1646
UBE2V1P3	Y	417
AC010737.1	Y	63824
RNU6-303P	Y	106
SERBP1P2	Y	1164
AC010722.1	Y	5793
PCDH11Y	Y	741999
RNU2-57P	Y	191
VDAC1P6	Y	855
EIF4A1P2	Y	1220
KRT18P10	Y	1287
SNX3P1Y	Y	176
RPL26P37	Y	438
DLGAP5P1	Y	464
AC006335.4	Y	1862
TTTY23B	Y	1165
AC006335.3	Y	1989
TSPY2	Y	2797
FAM197Y9	Y	7687
TSPY11P	Y	2683
AC006335.5	Y	487
TSPY19P	Y	1118
AC006335.1	Y	1879
AC006335.2	Y	1878
RBMY2GP	Y	15272
LINC00280	Y	4195
TTTY1B	Y	21134
TTTY2B	Y	17902
TTTY21B	Y	3644
TTTY7	Y	8439
TTTY8B	Y	2858
AC010154.1	Y	3782
TSPY17P	Y	467
SRIP3	Y	219
AC013412.1	Y	192
GOT2P5	Y	546
AMELY	Y	8110
ATP5JP1	Y	620
TBL1Y	Y	180998
AC011297.1	Y	2110
GPR143P	Y	5770
PRKY	Y	107577
RN7SKP282	Y	299
RNU6-941P	Y	108
RNU6-521P	Y	105
AC007274.3	Y	385
RBMY2HP	Y	4282
AC007274.1	Y	2130
TSPY12P	Y	1810
AC007274.2	Y	2168
TTTY16	Y	1891
RFTN1P1	Y	96277
TTTY12	Y	5760
AC007275.1	Y	970
ZNF92P1Y	Y	1191
AC010678.1	Y	1768
ZNF736P8Y	Y	669
BPY2DP	Y	4644
ZNF736P7Y	Y	820
ZNF736P9Y	Y	1828
RBMY2JP	Y	17074
RBMY2KP	Y	12740
TSPY24P	Y	2012
ZNF736P6Y	Y	1213
MTND6P1	Y	424
MTCYBP1	Y	1119
MTND1P1	Y	368
MTND2P3	Y	470
TRIM60P3Y	Y	1018
ZNF736P10Y	Y	1110
AC016991.1	Y	385
LINC00279	Y	6549
TTTY18	Y	509
TTTY19	Y	812
TTTY11	Y	34073
AC007967.2	Y	2074
AC007967.1	Y	9850
AC007967.4	Y	386
AC007967.3	Y	2345
OFD1P3Y	Y	9395
CDY3P	Y	1618
USP9YP22	Y	2110
USP9YP4	Y	14983
ELOCP4	Y	333
RBMY1A3P	Y	11740
AC006158.1	Y	249
TTTY20	Y	4953
TSPY4	Y	2821
FAM197Y8	Y	9304
TSPY8	Y	2803
FAM197Y7	Y	9290
TSPY7P	Y	2750
FAM197Y6	Y	9317
TSPY3	Y	2803
FAM197Y5	Y	7362
TSPY1	Y	2794
FAM197Y4	Y	7187
TSPY9P	Y	2581
FAM197Y3	Y	9280
TSPY6P	Y	2580
FAM197Y2	Y	9299
TSPY10	Y	2803
FAM197Y1	Y	2231
TSPY15P	Y	2574
RBMY3AP	Y	10706
TSPY25P	Y	2170
TSPY16P	Y	468
AC017019.1	Y	3782
TTTY8	Y	2858
TTTY7B	Y	8439
TTTY21	Y	3644
TTTY2	Y	17893
TTTY1	Y	21134
TTTY22	Y	12093
AC010891.1	Y	4199
RBMY2NP	Y	15279
AC006986.1	Y	241
TSPY18P	Y	1118
TSPY13P	Y	2545
TTTY23	Y	1165
RBMY2OP	Y	7871
RBMY2QP	Y	11699
TSPY20P	Y	2181
TSPY5P	Y	2598
AC006987.4	Y	279
AC006987.2	Y	1561
RNA5SP518	Y	119
AC006987.3	Y	406
RNA5SP519	Y	119
AC006987.1	Y	527
DUX4L31	Y	1136
PCMTD1P1	Y	355
CDC27P2	Y	1922
AC010970.1	Y	1848
RNA5-8SP6	Y	152
AC140113.4	Y	222
C2orf27AP1	Y	586
AC140113.3	Y	199
AC140113.2	Y	208
AC140113.1	Y	169
AC134878.1	Y	243
AC134878.2	Y	5156
ANKRD20A6P	Y	204
SNX18P1Y	Y	511
DUX4L16	Y	1264
DUX4L17	Y	1267
DUX4L18	Y	1267
DUX4L19	Y	1267
AC134882.1	Y	2067
